input,response_category,response
collection report May 2022?!!,fees_admin,The May 2022 collection report shows paid vs pending and method-wise breakdowns.
admin help asap!! now,general,"I can help with fee administration, exams scheduling, classroom allocation, placements, reports, and notifications."
what is a constitution for me!! please now,politics,A constitution is a foundational set of rules and principles that defines how a state is governed and how rights are protected.
Microsoft eligibility asap,placement_student,Check Placements → Drives → Microsoft for criteria and schedule.
reconcile payments for May 2026 asap!! now asap,fees_admin,Reconciliation compares gateway references vs posted receipts and flags mismatches for review.
can you tips to reduce carbon footprint please!! asap,environment,"Use public transport when possible, reduce energy waste, avoid single-use plastics, and prefer local/seasonal food choices."
what is separation of powers asap?,politics,"Separation of powers divides authority among branches (executive, legislative, judicial) to prevent abuse and provide checks and balances."
collection report Aug 2022 asap please,fees_admin,The Aug 2022 collection report shows paid vs pending and method-wise breakdowns.
tuition payment failed asap,fees_student,Check Fees → Dues for your tuition status and due date. Pay before the due date to avoid fines.
generate collection report for Dec 2022 for me!!,fees_admin,The collection report summarizes paid vs pending by category and method for Dec 2022.
maintenance schedule for F-109!!,classroom_admin,Set the room status to MAINTENANCE and define the blocked time window. Notifications can be sent to affected timetables.
generate hall tickets now?,exams_admin,Hall tickets can be generated once eligibility is computed. Tickets include QR and room allocation per subject.
why was i not shortlisted now!!,placement_student,You may be ineligible due to CGPA/arrears/fee clearance or criteria mismatch. Review the drive criteria and your profile data.
update fine policy for me asap!!,fees_admin,"Update the fine policy parameters (grace period, daily rate, caps) and publish. The system will apply it to overdue accounts."
can you what is my fee structure for B.Com!!!!,fees_student,"Your fee structure depends on B.Com, year and semester. It typically includes tuition, exam, and facility charges; hostel/transport are optional if applicable."
overdue students B.Tech CSE!! asap asap,fees_admin,Reconciliation compares gateway references with posted receipts and flags mismatches for review.
i want to how does a bill become a law please? please,politics,"Generally: proposal → committee review → debate/amendments → votes in chambers → executive assent/signature, with steps varying by country."
tuition payment failed asap asap,fees_student,Check Fees → Dues for your tuition status and due date. Pay before the due date to avoid fines.
collection report Oct 2025?,fees_admin,The Oct 2025 collection report shows paid vs pending and method-wise breakdowns.
i paid but status is still pending?!! please,fees_student,"Sometimes gateway confirmation takes time. If it still shows pending after a few hours, share your transaction reference to raise a reconciliation ticket."
check transport dues for me now,fees_student,You currently have a pending balance for transport. Please pay by 2022-07-09 to avoid late fines.
can you what is phishing please,technology,"Phishing is a scam that tricks you into revealing credentials or installing malware, often via fake emails or links."
check hostel dues now? asap,fees_student,You currently have a pending balance for hostel. Please pay by 2022-02-05 to avoid late fines.
overdue students BBA!!,fees_admin,"Use Fees → Overdue, filter by BBA, then Export to CSV."
shortlist candidates for Wipro asap please?,placement_admin,"Shortlisting checks CGPA, arrears, program/semester, and fee clearance (if required). Export results for the company."
how much do i need to pay for transport for me?!!,fees_student,Your payable amount for transport is ₹12500. You can pay online (UPI/Card/NetBanking) or at the accounts office.
i want to assign interview rooms asap,placement_admin,Create interview slots and raise room requests. Classroom allocation will assign rooms and notify candidates.
